33022	8002	88002	8003	88003	8030	88030	8031	88031	8032	88032	8033	88033	8063	88063	8174	88174	8191	88191	8601	88601	8701	88701	8801	88801	8802	88802	8804	88804	8806	88806	8808	88808	8810	88810	8812	88812	8814	88814	8816	88816	8818	88818	8820	88820	8822	88822	8824	88824	8826	88826	8828	88828	8830	88830	8832	88832	8834	88834	8836	88836	8838	88838	8901	88901	8902	88902	8904	88904	8906	88906	8908	88908	8910	88910	8912	88912	8914	88914	8916	88916	8918	88918	8920	88920	8922	88922	8924	88924	8926	88926	8928	88928	8930	88930	8932	88932	8934	88934	8936	88936	8938	88938
201405220900	58.8018	1	17.6249	1	103.0000	1	3.1000	1	1019.2000	1	11.0000	1	0.4970	1	0.3600	1	8.1000	1	10.8800	1	6.3100	1	163.1000	1	192.5000	1	110.7000	1	98.2000	1	107.9000	1	79.1000	1	73.2000	1	19.6000	1	85.6000	1	333.4000	1	270.0000	1	253.6000	1	290.0000	1	341.2000	1	297.1000	1	0.0000	1	180.0000	1	107.4000	1	116.6000	1	69.0000	1	4.8000	1	1.8000	1	5.7000	1	7.0000	1	3.3000	1	2.6000	1	5.5000	1	4.8000	1	2.6000	1	0.4000	1	1.5000	1	3.5000	1	2.3000	1	5.0000	1	4.8000	1	1.2000	1	3.0000	1	3.7000	1	1.6000	1	1.4000	1
201405221000	58.8018	1	17.6246	1	105.0000	1	5.7000	1	1019.7000	1	11.2000	1	0.4800	1	0.3800	1	8.2400	1	10.6100	1	6.2700	1	134.1000	1	131.8000	1	301.6000	1	53.6000	1	0.0000	1	0.0000	1	240.3000	1	288.4000	1	285.1000	1	171.3000	1	273.8000	1	257.8000	1	310.3000	1	328.0000	1	320.9000	1	323.7000	1	71.6000	1	309.8000	1	270.0000	1	351.8000	1	8.6000	1	12.6000	1	1.5000	1	7.1000	1	0.3000	1	2.0000	1	0.8000	1	2.2000	1	2.7000	1	2.6000	1	1.5000	1	6.6000	1	4.3000	1	2.8000	1	2.1000	1	1.9000	1	0.9000	1	0.8000	1	0.1000	1	8.4000	1
201405221100	58.8018	1	17.6247	1	104.0000	1	5.3000	1	1020.1000	1	11.7000	1	0.5230	1	0.3700	1	8.3700	1	10.4000	1	6.2500	1	152.8000	1	94.6000	1	71.6000	1	85.0000	1	356.5000	1	315.0000	1	292.5000	1	183.2000	1	233.1000	1	117.9000	1	347.9000	1	329.0000	1	283.0000	1	305.9000	1	351.9000	1	349.4000	1	34.6000	1	90.0000	1	201.8000	1	255.6000	1	11.6000	1	2.5000	1	1.3000	1	2.3000	1	3.3000	1	2.4000	1	3.1000	1	3.6000	1	0.5000	1	9.4000	1	1.4000	1	5.8000	1	4.0000	1	5.8000	1	2.8000	1	4.9000	1	3.5000	1	3.1000	1	0.5000	1	3.6000	1
201405221200	58.8019	1	17.6247	1	116.0000	1	6.4000	1	1018.9000	1	12.5000	1	0.5220	1	0.3200	1	8.4100	1	10.4800	1	6.2400	1	140.3000	1	245.0000	1	90.0000	1	31.0000	1	76.8000	1	105.3000	1	235.0000	1	165.1000	1	283.2000	1	135.0000	1	215.5000	1	284.0000	1	286.8000	1	298.6000	1	264.5000	1	40.4000	1	312.3000	1	174.6000	1	128.6000	1	173.7000	1	13.0000	1	1.7000	1	0.4000	1	1.2000	1	1.7000	1	3.4000	1	2.4000	1	1.6000	1	1.7000	1	4.1000	1	1.7000	1	5.4000	1	5.5000	1	7.7000	1	3.1000	1	3.5000	1	1.5000	1	4.2000	1	12.0000	1	0.9000	1
201405221300	58.8019	1	17.6247	1	121.0000	1	4.1000	1	1018.7000	1	12.3000	1	0.5480	1	0.3400	1	8.3800	1	10.5300	1	6.2600	1	124.4000	1	351.9000	1	124.9000	1	210.1000	1	129.3000	1	153.4000	1	263.3000	1	250.6000	1	113.6000	1	145.4000	1	161.6000	1	222.5000	1	317.5000	1	346.6000	1	340.3000	1	300.1000	1	276.1000	1	245.2000	1	143.6000	1	25.9000	1	12.7000	1	1.4000	1	4.0000	1	2.2000	1	1.4000	1	1.3000	1	3.4000	1	3.6000	1	1.7000	1	5.1000	1	0.3000	1	3.3000	1	1.6000	1	2.2000	1	4.5000	1	2.2000	1	2.8000	1	1.4000	1	2.4000	1	4.1000	1
201405221400	58.8020	1	17.6252	1	195.0000	1	1.1000	1	1018.2000	1	13.7000	1	0.4890	1	0.3500	1	8.2900	1	10.9200	1	6.2800	1	96.8000	1	110.2000	1	218.7000	1	167.1000	1	147.4000	1	130.5000	1	8.1000	1	206.6000	1	250.8000	1	222.7000	1	45.0000	1	264.3000	1	317.0000	1	333.4000	1	325.0000	1	200.6000	1	306.5000	1	236.3000	1	118.2000	1	214.5000	1	11.9000	1	5.2000	1	3.8000	1	6.3000	1	4.3000	1	4.5000	1	0.7000	1	3.1000	1	2.4000	1	1.8000	1	0.6000	1	2.0000	1	2.1000	1	4.5000	1	2.4000	1	1.7000	1	2.9000	1	2.5000	1	3.2000	1	3.9000	1
201405221500	58.8021	1	17.6253	1	152.0000	1	0.8000	1	1019.0000	1	14.4000	1	0.5060	1	0.3400	1	8.2400	1	11.3000	1	6.2900	1	62.5000	1	320.2000	1	196.9000	1	193.6000	1	156.6000	1	232.5000	1	223.5000	1	0.0000	1	282.5000	1	299.4000	1	7.1000	1	18.4000	1	317.0000	1	330.9000	1	313.7000	1	312.6000	1	355.5000	1	339.9000	1	22.6000	1	294.7000	1	10.6000	1	1.6000	1	3.4000	1	6.0000	1	4.8000	1	3.8000	1	2.8000	1	1.3000	1	2.8000	1	1.8000	1	4.0000	1	3.2000	1	4.1000	1	2.1000	1	6.4000	1	6.7000	1	3.8000	1	3.2000	1	1.3000	1	5.5000	1
201405221600	58.8021	1	17.6255	1	223.0000	1	1.8000	1	1018.7000	1	14.5000	1	0.5860	1	0.3300	1	8.2000	1	11.5300	1	6.2900	1	52.1000	1	185.4000	1	196.9000	1	200.0000	1	170.8000	1	216.9000	1	256.9000	1	171.0000	1	90.0000	1	135.0000	1	45.9000	1	351.1000	1	336.6000	1	314.0000	1	326.9000	1	305.9000	1	237.3000	1	133.2000	1	214.5000	1	325.2000	1	10.9000	1	5.3000	1	4.8000	1	5.9000	1	3.7000	1	4.0000	1	3.1000	1	1.9000	1	4.5000	1	0.3000	1	4.6000	1	3.2000	1	4.0000	1	4.0000	1	5.5000	1	3.6000	1	3.3000	1	4.5000	1	6.2000	1	4.4000	1
201405221700	58.8020	1	17.6254	1	137.0000	1	1.2000	1	1018.1000	1	15.6000	1	0.7650	1	0.3400	1	8.2600	1	11.5400	1	6.2900	1	22.3000	1	31.0000	1	157.0000	1	182.4000	1	169.0000	1	158.2000	1	138.6000	1	64.2000	1	134.2000	1	228.8000	1	358.0000	1	343.6000	1	322.9000	1	305.7000	1	0.0000	1	318.1000	1	354.1000	1	78.7000	1	103.6000	1	281.9000	1	8.4000	1	3.5000	1	7.2000	1	7.2000	1	6.3000	1	3.8000	1	4.5000	1	3.4000	1	5.2000	1	1.1000	1	2.9000	1	1.8000	1	5.1000	1	4.8000	1	2.5000	1	5.2000	1	2.9000	1	2.0000	1	3.4000	1	5.3000	1
