Data type	Check status	Checked by	Year	Sampling platform (code)	Visit event identifier	Expedition identifier	Station name	Reported station name	Project	Orderer	Sampling date	Sampling time (start)	Sampling date (end)	Sampling time (end)	Shark sample id	Sample latitude (DM)	Sample longitude (DM)	Sample latitude (DD)	Sample longitude (DD)	Positioning system (code)	Station water depth	Wind direction (code)	Wind speed (m/s)	Air temperature (C)	Wet-bulb temperature (C)	Air pressure (hpa)	Weather observations (code)	Cloud (code)	Wave observation (code)	Ice (code)	Secchi depth (m)	Q-flag Secchi depth	Additional Sampling	Sampling event comment	Sampling depth (m)	Pressure CTD (dbar)	Q-flag Pressure CTD	Temperature bottle (C)	Q-flag Temperature bottle	Temperature CTD (C)	Q-flag Temperature CTD	Salinity bottle (o/oo psu)	Q-flag Salinity bottle	Salinity CTD (o/oo psu)	Q-flag Salinity CTD	Conductivity_25 bottle (mS/m)	Q-flag Conductivity_25 bottle	Conductivity CTD (mS/m)	Q-flag Conductivity CTD	Dissolved oxygen O2 bottle (ml/l)	Q-flag Dissolved oxygen O2 bottle	Dissolved oxygen O2 CTD (ml/l)	Q-flag Dissolved oxygen CTD	Hydrogen sulphide H2S (umol/l)	Q-flag Hydrogen sulphide H2S	pH	Q-flag pH	pH Laboratory	Q-flag pH Laboratory	Temperature pH Laboratory (C)	Q-flag Temperature pH Laboratory	Alkalinity (mmol/kg)	Q-flag Alkalinity	Alkalinity_2 (mmol/l)	Q-flag Alkalinity_2	Phosphate PO4-P (umol/l)	Q-flag Phosphate PO4-P	Total phosphorus Tot-P (umol/l)	Q-flag Total phosphorus Tot-P	Nitrite NO2-N (umol/l)	Q-flag Nitrite NO2-N	Nitrate NO3-N (umol/l)	Q-flag Nitrate NO3-N	Nitrite+Nitrate NO2+NO3-N (umol/l)	Q-flag Nitrite+Nitrate NO2+NO3-N	Ammonium NH4-N (umol/l)	Q-flag Ammonium NH4-N	Total Nitrogen Tot-N (umol/l)	Q-flag Total Nitrogen Tot-N	Silicate SiO3-Si (umol/l)	QFLAG Silicate SiO3-Si	Humus (ug/l)	Q-flag Humus	Chlorophyll-a bottle (ug/l)	Q-flag Chlorophyll-a bottle	Dissovled organic carbon DOC (umol/l)	Q-flag Dissovled organic carbon DOC	Particulate organic carbon POC (umol/l)	Q-flag Particulate organic carbon POC	Total organic carbon TOC (mg/l)	Q-flag Total organic carbon TOC	Particulate organic nitrogen PON (umol/l)	Q-flag Particulate organic nitrogen PON	Current direction (deca degrees)	Q-flag Current direction	Current velocity (cm/s)	Q-flag Current velocity	Lignin (mg/l)	Q-flag Lignin	Yellow substance (1/l)	Q-flag Yellow substance	Aluminium (ug/l)	Q-flag Aluminium	Urea (umol/l)	Q-flag Urea	Colored dissolved organic matter CDOM (1/m)	Q-flag Colored dissolved organic matter CDOM	Sample comment	Water category	Water district	Sea area name	Sea area code	Water type area	Sea basin	HELCOM/OSPAR area	Economic zone	County	Municipality	Station ID (VISS)	Reporting institute	Data holding centre	Internet access	Data set name	File name
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0075		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-08-30	06:26			SHARK-HYD+2017+77LA+0075+0+0	58 48.19	17 37.52	58.80317	17.62533	NOM	42.5	23	5	16			2	7	3	0	7.5				0					15.45				6.178								6.78												1.543		0.15		0.67						0.03		0.07		21.8						2.8																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0075		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-08-30	06:26			SHARK-HYD+2017+77LA+0075+5+5	58 48.19	17 37.52	58.80317	17.62533	NOM	42.5	23	5	16			2	7	3	0	7.5				5					15.44				6.382								6.85												1.543		0.15		0.67						0.04		0.19		22.9						2.8																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0075		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-08-30	06:26			SHARK-HYD+2017+77LA+0075+10+10	58 48.19	17 37.52	58.80317	17.62533	NOM	42.5	23	5	16			2	7	3	0	7.5				10					15.41				6.379								6.86												1.544		0.13		0.66						0.02	<	0.08		21.5						2.7																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0075		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-08-30	06:26			SHARK-HYD+2017+77LA+0075+15+15	58 48.19	17 37.52	58.80317	17.62533	NOM	42.5	23	5	16			2	7	3	0	7.5				15					15.14				6.382								6.76												1.545		0.16		0.61						0.06		0.35		21.6						1.4																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0075		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-08-30	06:26			SHARK-HYD+2017+77LA+0075+20+20	58 48.19	17 37.52	58.80317	17.62533	NOM	42.5	23	5	16			2	7	3	0	7.5				20					13.21				6.476								6.27												1.570		0.25		0.62						0.02	<	0.14		19.6						1.4																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0075		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-08-30	06:26			SHARK-HYD+2017+77LA+0075+25+25	58 48.19	17 37.52	58.80317	17.62533	NOM	42.5	23	5	16			2	7	3	0	7.5				25					11.57				6.583								5.66												1.585		0.36		0.71						0.02		0.10		19.3																															2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0075		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-08-30	06:26			SHARK-HYD+2017+77LA+0075+30+30	58 48.19	17 37.52	58.80317	17.62533	NOM	42.5	23	5	16			2	7	3	0	7.5				30					9.12				6.751								5.22												1.605		0.60		0.91						0.07		0.10		18.3						0.9																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0075		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-08-30	06:26			SHARK-HYD+2017+77LA+0075+35+35	58 48.19	17 37.52	58.80317	17.62533	NOM	42.5	23	5	16			2	7	3	0	7.5				35					6.82				6.991								5.00												1.629		1.02		1.35						0.41		0.13		19.6																															2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0075		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-08-30	06:26			SHARK-HYD+2017+77LA+0075+40+40	58 48.19	17 37.52	58.80317	17.62533	NOM	42.5	23	5	16			2	7	3	0	7.5				40					5.63				7.148								5.43												1.648		1.23		1.61						2.04		2.00		21.8						0.6																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0069		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-08-21	06:45			SHARK-HYD+2017+77LA+0069+0+0	58 48.19	17 37.52	58.80317	17.62533	NOM	42	32	3	18			1	1	2	0	7.2				0					16.05		6.39										5.83												1.535		0.21		0.68						0.02	<	0.07		20.4						1.8																								SALT_CTD:  CONDUCTIVITY SENSOR OUT OF FUNCTION	2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0069		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-08-21	06:45			SHARK-HYD+2017+77LA+0069+5+5	58 48.19	17 37.52	58.80317	17.62533	NOM	42	32	3	18			1	1	2	0	7.2				5					15.89		6.39										5.86												1.553		0.22		0.75						0.09		0.53		22.2						2.4																								SALT_CTD:  CONDUCTIVITY SENSOR OUT OF FUNCTION	2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0069		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-08-21	06:45			SHARK-HYD+2017+77LA+0069+10+10	58 48.19	17 37.52	58.80317	17.62533	NOM	42	32	3	18			1	1	2	0	7.2				10					11.43		6.54										5.11												1.577		0.34		0.73						0.02	<	0.07		19.9						1.8																								SALT_CTD:  CONDUCTIVITY SENSOR OUT OF FUNCTION	2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0069		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-08-21	06:45			SHARK-HYD+2017+77LA+0069+15+15	58 48.19	17 37.52	58.80317	17.62533	NOM	42	32	3	18			1	1	2	0	7.2				15					10.63		6.64										5.13												1.597		0.33		0.66						0.04		0.38		19.1						1.6																								SALT_CTD:  CONDUCTIVITY SENSOR OUT OF FUNCTION	2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0069		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-08-21	06:45			SHARK-HYD+2017+77LA+0069+20+20	58 48.19	17 37.52	58.80317	17.62533	NOM	42	32	3	18			1	1	2	0	7.2				20					9.48		6.72										5.16												1.607		0.41		0.69						0.04		0.16		18.1						1.1																								SALT_CTD:  CONDUCTIVITY SENSOR OUT OF FUNCTION	2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0069		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-08-21	06:45			SHARK-HYD+2017+77LA+0069+25+25	58 48.19	17 37.52	58.80317	17.62533	NOM	42	32	3	18			1	1	2	0	7.2				25					8.22		6.79										5.12												1.610		0.55		0.84						0.07		0.14		17.4																														SALT_CTD:  CONDUCTIVITY SENSOR OUT OF FUNCTION	2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0069		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-08-21	06:45			SHARK-HYD+2017+77LA+0069+30+30	58 48.19	17 37.52	58.80317	17.62533	NOM	42	32	3	18			1	1	2	0	7.2				30					6.88		6.93										5.04												1.618		0.77		1.01						0.23		0.19		18.4						0.5																								SALT_CTD:  CONDUCTIVITY SENSOR OUT OF FUNCTION	2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0069		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-08-21	06:45			SHARK-HYD+2017+77LA+0069+35+35	58 48.19	17 37.52	58.80317	17.62533	NOM	42	32	3	18			1	1	2	0	7.2				35					6.07		7.08										4.94												1.636		1.02		1.31						0.80		0.36		18.5																														SALT_CTD:  CONDUCTIVITY SENSOR OUT OF FUNCTION	2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0069		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-08-21	06:45			SHARK-HYD+2017+77LA+0069+40+40	58 48.19	17 37.52	58.80317	17.62533	NOM	42	32	3	18			1	1	2	0	7.2				40					5.59		7.16										4.89												1.647		1.21		1.60						1.85		1.53		21.0						0.6																								SALT_CTD:  CONDUCTIVITY SENSOR OUT OF FUNCTION	2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0063		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-08-02	06:23			SHARK-HYD+2017+77LA+0063+0+0	58 48.19	17 37.52	58.80317	17.62533	NOM	40	32	3	18			1	1	2	0	4.5			LAST CTD-DEPTH: 39.8 M	0					18.40				6.027								5.61												1.486		0.02	<	0.56						0.02	<	0.08		23.7						3.3																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0063		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-08-02	06:23			SHARK-HYD+2017+77LA+0063+5+5	58 48.19	17 37.52	58.80317	17.62533	NOM	40	32	3	18			1	1	2	0	4.5			LAST CTD-DEPTH: 39.8 M	5					18.38				6.057								5.90												1.487		0.03		0.72						0.02	<	0.47		25.4						4.0																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0063		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-08-02	06:23			SHARK-HYD+2017+77LA+0063+10+10	58 48.19	17 37.52	58.80317	17.62533	NOM	40	32	3	18			1	1	2	0	4.5			LAST CTD-DEPTH: 39.8 M	10					16.68				6.173								5.36												1.508		0.04		0.47						0.02	<	0.10		20.3						1.4																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0063		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-08-02	06:23			SHARK-HYD+2017+77LA+0063+15+15	58 48.19	17 37.52	58.80317	17.62533	NOM	40	32	3	18			1	1	2	0	4.5			LAST CTD-DEPTH: 39.8 M	15					14.63				6.222								5.10												1.517		0.18		0.57						0.05		0.37		19.8						0.9																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0063		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-08-02	06:23			SHARK-HYD+2017+77LA+0063+20+20	58 48.19	17 37.52	58.80317	17.62533	NOM	40	32	3	18			1	1	2	0	4.5			LAST CTD-DEPTH: 39.8 M	20					12.51				6.329								4.71												1.534		0.41		0.72						0.20		0.82		18.7						0.4																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0063		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-08-02	06:23			SHARK-HYD+2017+77LA+0063+25+25	58 48.19	17 37.52	58.80317	17.62533	NOM	40	32	3	18			1	1	2	0	4.5			LAST CTD-DEPTH: 39.8 M	25					10.49				6.465								4.80												1.552		0.52		0.87						0.20		0.72		18.5																															2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0063		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-08-02	06:23			SHARK-HYD+2017+77LA+0063+30+30	58 48.19	17 37.52	58.80317	17.62533	NOM	40	32	3	18			1	1	2	0	4.5			LAST CTD-DEPTH: 39.8 M	30					7.16				6.882								5.25												1.610		0.81		1.40						0.46		0.90		22.7						0.3																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0063		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-08-02	06:23			SHARK-HYD+2017+77LA+0063+35+35	58 48.19	17 37.52	58.80317	17.62533	NOM	40	32	3	18			1	1	2	0	4.5			LAST CTD-DEPTH: 39.8 M	35					6.86				6.929								5.30												1.613		0.85		1.17						0.50		0.90		20.1																															2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77LA	0063		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2017-08-02	06:23			SHARK-HYD+2017+77LA+0063+40+40	58 48.19	17 37.52	58.80317	17.62533	NOM	40	32	3	18			1	1	2	0	4.5			LAST CTD-DEPTH: 39.8 M	40					6.51				6.984								5.34												1.623		0.90		1.30						0.59		1.00		20.0						0.4																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_DEEP	SHARK_PhysicalChemical_2017_BAS_DEEP_version_2018-06-20.zip
