Data type	Check status	Checked by	Year	Sampling platform (code)	Visit event identifier	Expedition identifier	Station name	Reported station name	Project	Orderer	Sampling date	Sampling time (start)	Sampling date (end)	Sampling time (end)	Shark sample id	Sample latitude (DM)	Sample longitude (DM)	Sample latitude (DD)	Sample longitude (DD)	Positioning system (code)	Station water depth	Wind direction (code)	Wind speed (m/s)	Air temperature (C)	Wet-bulb temperature (C)	Air pressure (hpa)	Weather observations (code)	Cloud (code)	Wave observation (code)	Ice (code)	Secchi depth (m)	Q-flag Secchi depth	Additional Sampling	Sampling event comment	Sampling depth (m)	Pressure CTD (dbar)	Q-flag Pressure CTD	Temperature bottle (C)	Q-flag Temperature bottle	Temperature CTD (C)	Q-flag Temperature CTD	Salinity bottle (o/oo psu)	Q-flag Salinity bottle	Salinity CTD (o/oo psu)	Q-flag Salinity CTD	Conductivity_25 bottle (mS/m)	Q-flag Conductivity_25 bottle	Conductivity CTD (mS/m)	Q-flag Conductivity CTD	Dissolved oxygen O2 bottle (ml/l)	Q-flag Dissolved oxygen O2 bottle	Dissolved oxygen O2 CTD (ml/l)	Q-flag Dissolved oxygen CTD	Hydrogen sulphide H2S (umol/l)	Q-flag Hydrogen sulphide H2S	pH	Q-flag pH	pH Laboratory	Q-flag pH Laboratory	Temperature pH Laboratory (C)	Q-flag Temperature pH Laboratory	Alkalinity (mmol/kg)	Q-flag Alkalinity	Alkalinity_2 (mmol/l)	Q-flag Alkalinity_2	Phosphate PO4-P (umol/l)	Q-flag Phosphate PO4-P	Total phosphorus Tot-P (umol/l)	Q-flag Total phosphorus Tot-P	Nitrite NO2-N (umol/l)	Q-flag Nitrite NO2-N	Nitrate NO3-N (umol/l)	Q-flag Nitrate NO3-N	Nitrite+Nitrate NO2+NO3-N (umol/l)	Q-flag Nitrite+Nitrate NO2+NO3-N	Ammonium NH4-N (umol/l)	Q-flag Ammonium NH4-N	Total Nitrogen Tot-N (umol/l)	Q-flag Total Nitrogen Tot-N	Silicate SiO3-Si (umol/l)	QFLAG Silicate SiO3-Si	Humus (ug/l)	Q-flag Humus	Chlorophyll-a bottle (ug/l)	Q-flag Chlorophyll-a bottle	Dissovled organic carbon DOC (umol/l)	Q-flag Dissovled organic carbon DOC	Particulate organic carbon POC (umol/l)	Q-flag Particulate organic carbon POC	Total organic carbon TOC (mg/l)	Q-flag Total organic carbon TOC	Particulate organic nitrogen PON (umol/l)	Q-flag Particulate organic nitrogen PON	Current direction (deca degrees)	Q-flag Current direction	Current velocity (cm/s)	Q-flag Current velocity	Lignin (mg/l)	Q-flag Lignin	Yellow substance (1/l)	Q-flag Yellow substance	Aluminium (ug/l)	Q-flag Aluminium	Urea (umol/l)	Q-flag Urea	Colored dissolved organic matter CDOM (1/m)	Q-flag Colored dissolved organic matter CDOM	Sample comment	Water category	Water district	Sea area name	Sea area code	Water type area	Sea basin	HELCOM/OSPAR area	Economic zone	County	Municipality	Station ID (VISS)	Reporting institute	Data holding centre	Internet access	Data set name	File name
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77LA	0027		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-05-25	06:32			SHARK-HYD+2016+77LA+0027+0+0	58 48.19	17 37.52	58.80317	17.62533		41.5	36	5	12			1	4	2	0	6.3				0					11.63				6.04								8.16												1.508		0.08		0.65						0.04		0.05		20.33		13.09				1.95																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77LA	0027		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-05-25	06:32			SHARK-HYD+2016+77LA+0027+5+5	58 48.19	17 37.52	58.80317	17.62533		41.5	36	5	12			1	4	2	0	6.3				5					11.61				6.04								8.41												1.506		0.08		0.66						0.02	<	0.10		20.59		13.20				2.25																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77LA	0027		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-05-25	06:32			SHARK-HYD+2016+77LA+0027+10+10	58 48.19	17 37.52	58.80317	17.62533		41.5	36	5	12			1	4	2	0	6.3				10					11.04				6.08								8.46												1.511		0.08		0.71						0.02	<	0.33		21.13		13.47				2.94																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77LA	0027		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-05-25	06:32			SHARK-HYD+2016+77LA+0027+15+15	58 48.19	17 37.52	58.80317	17.62533		41.5	36	5	12			1	4	2	0	6.3				15					9.94				6.12								8.34												1.522		0.13		0.62						0.30		0.09		19.84		13.75				1.95																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77LA	0027		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-05-25	06:32			SHARK-HYD+2016+77LA+0027+20+20	58 48.19	17 37.52	58.80317	17.62533		41.5	36	5	12			1	4	2	0	6.3				20					9.51				6.13								8.26												1.525		0.19		0.57						0.04		0.71		18.93		13.86				1.05																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77LA	0027		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-05-25	06:32			SHARK-HYD+2016+77LA+0027+25+25	58 48.19	17 37.52	58.80317	17.62533		41.5	36	5	12			1	4	2	0	6.3				25					9.04				6.12								8.21												1.522		0.21		0.60						0.08		0.35		18.28		13.95																													2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77LA	0027		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-05-25	06:32			SHARK-HYD+2016+77LA+0027+30+30	58 48.19	17 37.52	58.80317	17.62533		41.5	36	5	12			1	4	2	0	6.3				30					8.32				6.19								8.21												1.533		0.27		0.60						0.14		0.43		18.05		14.35				0.72																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77LA	0027		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-05-25	06:32			SHARK-HYD+2016+77LA+0027+35+35	58 48.19	17 37.52	58.80317	17.62533		41.5	36	5	12			1	4	2	0	6.3				35					7.21				6.25								8.04												1.550		0.36		0.75						0.29		0.62		19.03		16.13																													2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77LA	0027		B1	B1	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-05-25	06:32			SHARK-HYD+2016+77LA+0027+40+40	58 48.19	17 37.52	58.80317	17.62533		41.5	36	5	12			1	4	2	0	6.3				40					6.12				6.32								6.98												1.581		0.66		1.28						0.57		3.45		25.02		22.34				1.54																									2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77FY	0135		BY31 LANDSORTSDJ	BY31 LANDSORTSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-05-24	07:36			SHARK-HYD+2016+77FY+0135+0+0	58 35.00	18 14.00	58.58333	18.23333		460	14	5	13			0	0	0	0	7			SECCHI: Sub surface binoculars	0					11.02				6.43								8.57												1.544		0.08		0.53						0.02	<	0.05		18.62		15.78				1.34																									3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122	Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77FY	0135		BY31 LANDSORTSDJ	BY31 LANDSORTSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-05-24	07:36			SHARK-HYD+2016+77FY+0135+5+5	58 35.00	18 14.00	58.58333	18.23333		460	14	5	13			0	0	0	0	7			SECCHI: Sub surface binoculars	5					10.16				6.47								8.66												1.568		0.08		0.60						0.02	<	0.04		19.81		15.67				1.62																									3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122	Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77FY	0135		BY31 LANDSORTSDJ	BY31 LANDSORTSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-05-24	07:36			SHARK-HYD+2016+77FY+0135+10+10	58 35.00	18 14.00	58.58333	18.23333		460	14	5	13			0	0	0	0	7			SECCHI: Sub surface binoculars	10					9.85				6.51								8.80												1.607		0.10		0.66						0.02	<	0.05		20.11		15.67				1.85																									3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122	Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77FY	0135		BY31 LANDSORTSDJ	BY31 LANDSORTSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-05-24	07:36			SHARK-HYD+2016+77FY+0135+15+15	58 35.00	18 14.00	58.58333	18.23333		460	14	5	13			0	0	0	0	7			SECCHI: Sub surface binoculars	15					7.31				6.69								9.32												1.636		0.13		0.69						0.02	<	0.05		19.94		15.53				1.91																									3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122	Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77FY	0135		BY31 LANDSORTSDJ	BY31 LANDSORTSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-05-24	07:36			SHARK-HYD+2016+77FY+0135+20+20	58 35.00	18 14.00	58.58333	18.23333		460	14	5	13			0	0	0	0	7			SECCHI: Sub surface binoculars	20					6.52				6.74								9.11												1.634		0.22		0.67						0.02	<	0.24		19.89		15.35				1.73																									3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122	Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77FY	0135		BY31 LANDSORTSDJ	BY31 LANDSORTSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-05-24	07:36			SHARK-HYD+2016+77FY+0135+25+25	58 35.00	18 14.00	58.58333	18.23333		460	14	5	13			0	0	0	0	7			SECCHI: Sub surface binoculars	25					5.82				6.76								9.15												1.637		0.27		0.65						0.02	<	0.24		18.28		16.17																													3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122	Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77FY	0135		BY31 LANDSORTSDJ	BY31 LANDSORTSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-05-24	07:36			SHARK-HYD+2016+77FY+0135+30+30	58 35.00	18 14.00	58.58333	18.23333		460	14	5	13			0	0	0	0	7			SECCHI: Sub surface binoculars	30					4.86				6.84								9.17												1.642		0.38		0.64						0.02	<	0.23		17.63		16.97				0.35																									3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122	Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77FY	0135		BY31 LANDSORTSDJ	BY31 LANDSORTSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-05-24	07:36			SHARK-HYD+2016+77FY+0135+40+40	58 35.00	18 14.00	58.58333	18.23333		460	14	5	13			0	0	0	0	7			SECCHI: Sub surface binoculars	40					3.64				6.97								8.98												1.660		0.57		0.80						0.05		0.17		17.10		17.50				0.20	<																								3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122	Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77FY	0135		BY31 LANDSORTSDJ	BY31 LANDSORTSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-05-24	07:36			SHARK-HYD+2016+77FY+0135+50+50	58 35.00	18 14.00	58.58333	18.23333		460	14	5	13			0	0	0	0	7			SECCHI: Sub surface binoculars	50					3.18				7.16								8.75												1.668		0.86		1.11						0.60		0.09		17.87		19.79				0.20	<																								3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122	Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77FY	0135		BY31 LANDSORTSDJ	BY31 LANDSORTSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-05-24	07:36			SHARK-HYD+2016+77FY+0135+60+60	58 35.00	18 14.00	58.58333	18.23333		460	14	5	13			0	0	0	0	7			SECCHI: Sub surface binoculars	60					3.67				7.46								7.73												1.674		1.12		1.40						3.71		0.09		21.10		22.38				0.20	<																								3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122	Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77FY	0135		BY31 LANDSORTSDJ	BY31 LANDSORTSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-05-24	07:36			SHARK-HYD+2016+77FY+0135+70+70	58 35.00	18 14.00	58.58333	18.23333		460	14	5	13			0	0	0	0	7			SECCHI: Sub surface binoculars	70					5.04				8.89								2.16												1.741		2.39		2.57						5.40		0.11		20.94		41.86																													3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122	Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77FY	0135		BY31 LANDSORTSDJ	BY31 LANDSORTSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-05-24	07:36			SHARK-HYD+2016+77FY+0135+80+80	58 35.00	18 14.00	58.58333	18.23333		460	14	5	13			0	0	0	0	7			SECCHI: Sub surface binoculars	80					5.21				9.56								0.42		0.6	<									1.783		3.26		3.51						0.02	<	1.50		17.85		54.22				0.20	<																								3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122	Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77FY	0135		BY31 LANDSORTSDJ	BY31 LANDSORTSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-05-24	07:36			SHARK-HYD+2016+77FY+0135+90+90	58 35.00	18 14.00	58.58333	18.23333		460	14	5	13			0	0	0	0	7			SECCHI: Sub surface binoculars	90					5.32				9.91								0.31		4.0										1.805		3.38		3.61						0.02	<	4.63		20.34		56.45																													3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122	Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77FY	0135		BY31 LANDSORTSDJ	BY31 LANDSORTSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-05-24	07:36			SHARK-HYD+2016+77FY+0135+100+100	58 35.00	18 14.00	58.58333	18.23333		460	14	5	13			0	0	0	0	7			SECCHI: Sub surface binoculars	100					5.45				10.24								0.21		10.2										1.818		3.49		3.73						0.02	<	6.20		22.05		58.31																													3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122	Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77FY	0135		BY31 LANDSORTSDJ	BY31 LANDSORTSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-05-24	07:36			SHARK-HYD+2016+77FY+0135+125+125	58 35.00	18 14.00	58.58333	18.23333		460	14	5	13			0	0	0	0	7			SECCHI: Sub surface binoculars	125					5.69				10.74								0.21		15.7										1.832		3.43		3.65						0.02	<	6.58		21.60		59.25																													3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122	Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77FY	0135		BY31 LANDSORTSDJ	BY31 LANDSORTSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-05-24	07:36			SHARK-HYD+2016+77FY+0135+150+150	58 35.00	18 14.00	58.58333	18.23333		460	14	5	13			0	0	0	0	7			SECCHI: Sub surface binoculars	150					5.74				10.83								0.21		17.5										1.842		3.45		3.68						0.02	<	7.04		22.45		60.00																													3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122	Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77FY	0135		BY31 LANDSORTSDJ	BY31 LANDSORTSDJ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	2016-05-24	07:36			SHARK-HYD+2016+77FY+0135+175+175	58 35.00	18 14.00	58.58333	18.23333		460	14	5	13			0	0	0	0	7			SECCHI: Sub surface binoculars	175					5.79				10.91								0.21		13.6										1.842		3.34		3.56						0.02	<	6.05		21.34		58.97																													3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122	Stockholms universitets marina forskningscentrum	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMRC	SHARK_PhysicalChemical_2016_BAS_SMRC_version_2018-06-20.zip
